from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
8000207,8000207,2,240,10788,12247
8000207,8000207,2,240,10788,12248
8000207,8000207,2,240,10788,12249
8000207,8000207,2,240,10788,12250
8000207,8000207,2,240,10788,12252
8000207,8000207,2,240,10788,12253
8000207,8000207,2,240,10788,12254
8000207,8000207,2,240,10788,12255
8000207,8000207,2,240,10788,12256
8000207,8000207,2,240,10788,12257
8000207,8000207,2,240,10788,12258
8000207,8000207,2,240,10788,12259
8000207,8000207,2,240,10788,12261
8000207,8000207,2,240,10788,12264
8000207,8000207,2,240,10788,12266
8000207,8000207,2,240,10790,12231
8000207,8000207,2,240,10790,12232
8000207,8000207,2,240,10790,12233
8000207,8000207,2,240,10790,12234
8000207,8000207,2,240,10790,12236
8000207,8000207,2,240,10790,12237
8000207,8000207,2,240,10790,12240
8000207,8000207,2,240,10790,12241
8000207,8000207,2,240,10790,12242
8000207,8000207,2,240,10790,12243
8000207,8000207,2,240,10790,12244
8000207,8000207,2,240,10790,12245
8000207,8000207,2,240,10790,12247
8000207,8000207,2,240,10790,12248
8000207,8000207,2,240,10790,12249
8000207,8000207,2,240,10790,12250
8000207,8000207,2,240,10790,12252
8000207,8000207,2,240,10790,12253
8000207,8000207,2,240,10790,12254
8000207,8000207,2,240,10790,12255
8000207,8000207,2,240,10790,12256
8000207,8000207,2,240,10790,12257
8000207,8000207,2,240,10790,12258
8000207,8000207,2,240,10790,12259
8000207,8000207,2,240,10790,12261
8000207,8000207,2,240,10790,12264
8000207,8000207,2,240,10790,12266
8000207,8000207,2,240,10791,12231
8000207,8000207,2,240,10791,12232
8000207,8000207,2,240,10791,12233
8000207,8000207,2,240,10791,12234
8000207,8000207,2,240,10791,12236
8000207,8000207,2,240,10791,12237
8000207,8000207,2,240,10791,12240
8000207,8000207,2,240,10791,12241
8000207,8000207,2,240,10791,12242
8000207,8000207,2,240,10791,12243
8000207,8000207,2,240,10791,12244
8000207,8000207,2,240,10791,12245
8000207,8000207,2,240,10791,12247
8000207,8000207,2,240,10791,12248
8000207,8000207,2,240,10791,12249
8000207,8000207,2,240,10791,12250
8000207,8000207,2,240,10791,12252
8000207,8000207,2,240,10791,12253
8000207,8000207,2,240,10791,12254
8000207,8000207,2,240,10791,12255
8000207,8000207,2,240,10791,12256
8000207,8000207,2,240,10791,12257
8000207,8000207,2,240,10791,12258
8000207,8000207,2,240,10791,12259
8000207,8000207,2,240,10791,12261
8000207,8000207,2,240,10791,12264
8000207,8000207,2,240,10791,12266
8000207,8000207,2,240,10792,12231
8000207,8000207,2,240,10792,12232
8000207,8000207,2,240,10792,12233
8000207,8000207,2,240,10792,12234
8000207,8000207,2,240,10792,12236
8000207,8000207,2,240,10792,12237
8000207,8000207,2,240,10792,12240
8000207,8000207,2,240,10792,12241
8000207,8000207,2,240,10792,12242
8000207,8000207,2,240,10792,12243
8000207,8000207,2,240,10792,12244
8000207,8000207,2,240,10792,12245
8000207,8000207,2,240,10792,12247
8000207,8000207,2,240,10792,12248
8000207,8000207,2,240,10792,12249
8000207,8000207,2,240,10792,12250
8000207,8000207,2,240,10792,12252
8000207,8000207,2,240,10792,12253
8000207,8000207,2,240,10792,12254
8000207,8000207,2,240,10792,12255
8000207,8000207,2,240,10792,12256
8000207,8000207,2,240,10792,12257
8000207,8000207,2,240,10792,12258
8000207,8000207,2,240,10792,12259
8000207,8000207,2,240,10792,12261
8000207,8000207,2,240,10792,12264
8000207,8000207,2,240,10792,12266
8000207,8000207,2,240,10793,12231
8000207,8000207,2,240,10793,12232
8000207,8000207,2,240,10793,12233
8000207,8000207,2,240,10793,12234
8000207,8000207,2,240,10793,12236
8000207,8000207,2,240,10793,12237
8000207,8000207,2,240,10793,12240
8000207,8000207,2,240,10793,12241
8000207,8000207,2,240,10793,12242
8000207,8000207,2,240,10793,12243
8000207,8000207,2,240,10793,12244
8000207,8000207,2,240,10793,12245
8000207,8000207,2,240,10793,12247
8000207,8000207,2,240,10793,12248
8000207,8000207,2,240,10793,12249
8000207,8000207,2,240,10793,12250
8000207,8000207,2,240,10793,12252
8000207,8000207,2,240,10793,12253
8000207,8000207,2,240,10793,12254
8000207,8000207,2,240,10793,12255
8000207,8000207,2,240,10793,12256
8000207,8000207,2,240,10793,12257
8000207,8000207,2,240,10793,12258
8000207,8000207,2,240,10793,12259
8000207,8000207,2,240,10793,12261
8000207,8000207,2,240,10793,12264
8000207,8000207,2,240,10793,12266
8000207,8000207,2,240,10794,12231
8000207,8000207,2,240,10794,12232
8000207,8000207,2,240,10794,12233
8000207,8000207,2,240,10794,12234
8000207,8000207,2,240,10794,12236
8000207,8000207,2,240,10794,12237
8000207,8000207,2,240,10794,12240
8000207,8000207,2,240,10794,12241
8000207,8000207,2,240,10794,12242
8000207,8000207,2,240,10794,12243
8000207,8000207,2,240,10794,12244
8000207,8000207,2,240,10794,12245
8000207,8000207,2,240,10794,12247
8000207,8000207,2,240,10794,12248
8000207,8000207,2,240,10794,12249
8000207,8000207,2,240,10794,12250
8000207,8000207,2,240,10794,12252
8000207,8000207,2,240,10794,12253
8000207,8000207,2,240,10794,12254
8000207,8000207,2,240,10794,12255
8000207,8000207,2,240,10794,12256
8000207,8000207,2,240,10794,12257
8000207,8000207,2,240,10794,12258
8000207,8000207,2,240,10794,12259
8000207,8000207,2,240,10794,12261
8000207,8000207,2,240,10794,12264
8000207,8000207,2,240,10794,12266
8000207,8000207,2,240,10795,12231
8000207,8000207,2,240,10795,12232
8000207,8000207,2,240,10795,12233
8000207,8000207,2,240,10795,12234
8000207,8000207,2,240,10795,12236
8000207,8000207,2,240,10795,12237
8000207,8000207,2,240,10795,12240
8000207,8000207,2,240,10795,12241
8000207,8000207,2,240,10795,12242
8000207,8000207,2,240,10795,12243
8000207,8000207,2,240,10795,12244
8000207,8000207,2,240,10795,12245
8000207,8000207,2,240,10795,12247
8000207,8000207,2,240,10795,12248
8000207,8000207,2,240,10795,12249
8000207,8000207,2,240,10795,12250
8000207,8000207,2,240,10795,12252
8000207,8000207,2,240,10795,12253
8000207,8000207,2,240,10795,12254
8000207,8000207,2,240,10795,12255
8000207,8000207,2,240,10795,12256
8000207,8000207,2,240,10795,12257
8000207,8000207,2,240,10795,12258
8000207,8000207,2,240,10795,12259
8000207,8000207,2,240,10795,12261
8000207,8000207,2,240,10795,12264
8000207,8000207,2,240,10795,12266
8000207,8000207,2,240,10796,12231
8000207,8000207,2,240,10796,12232
8000207,8000207,2,240,10796,12233
8000207,8000207,2,240,10796,12234
8000207,8000207,2,240,10796,12236
8000207,8000207,2,240,10796,12237
8000207,8000207,2,240,10796,12240
8000207,8000207,2,240,10796,12241
8000207,8000207,2,240,10796,12242
8000207,8000207,2,240,10796,12243
8000207,8000207,2,240,10796,12244
8000207,8000207,2,240,10796,12245
8000207,8000207,2,240,10796,12247
8000207,8000207,2,240,10796,12248
8000207,8000207,2,240,10796,12249
8000207,8000207,2,240,10796,12250
8000207,8000207,2,240,10796,12252
8000207,8000207,2,240,10796,12253
8000207,8000207,2,240,10796,12254
8000207,8000207,2,240,10796,12255
8000207,8000207,2,240,10796,12256
8000207,8000207,2,240,10796,12257
8000207,8000207,2,240,10796,12258
8000207,8000207,2,240,10796,12259
8000207,8000207,2,240,10796,12261
8000207,8000207,2,240,10796,12264
8000207,8000207,2,240,10796,12266
8000207,8000207,2,240,10797,12231
8000207,8000207,2,240,10797,12232
8000207,8000207,2,240,10797,12233
8000207,8000207,2,240,10797,12234
8000207,8000207,2,240,10797,12236
8000207,8000207,2,240,10797,12237
8000207,8000207,2,240,10797,12240
8000207,8000207,2,240,10797,12241
8000207,8000207,2,240,10797,12242
8000207,8000207,2,240,10797,12243
8000207,8000207,2,240,10797,12244
8000207,8000207,2,240,10797,12245
8000207,8000207,2,240,10797,12247
8000207,8000207,2,240,10797,12248
8000207,8000207,2,240,10797,12249
8000207,8000207,2,240,10797,12250
8000207,8000207,2,240,10797,12252
8000207,8000207,2,240,10797,12253
8000207,8000207,2,240,10797,12254
8000207,8000207,2,240,10797,12255
8000207,8000207,2,240,10797,12256
8000207,8000207,2,240,10797,12257
8000207,8000207,2,240,10797,12258
8000207,8000207,2,240,10797,12259
8000207,8000207,2,240,10797,12261
8000207,8000207,2,240,10797,12264
8000207,8000207,2,240,10797,12266
8000207,8000207,2,240,10798,12231
8000207,8000207,2,240,10798,12232
8000207,8000207,2,240,10798,12233
8000207,8000207,2,240,10798,12234
8000207,8000207,2,240,10798,12236
8000207,8000207,2,240,10798,12237
8000207,8000207,2,240,10798,12240
8000207,8000207,2,240,10798,12241
8000207,8000207,2,240,10798,12242
8000207,8000207,2,240,10798,12243
8000207,8000207,2,240,10798,12244
8000207,8000207,2,240,10798,12245
8000207,8000207,2,240,10798,12247
8000207,8000207,2,240,10798,12248
8000207,8000207,2,240,10798,12249
8000207,8000207,2,240,10798,12250
8000207,8000207,2,240,10798,12252
8000207,8000207,2,240,10798,12253
8000207,8000207,2,240,10798,12254
8000207,8000207,2,240,10798,12255
8000207,8000207,2,240,10798,12256
8000207,8000207,2,240,10798,12257
8000207,8000207,2,240,10798,12258
8000207,8000207,2,240,10798,12259
8000207,8000207,2,240,10798,12261
8000207,8000207,2,240,10798,12264
8000207,8000207,2,240,10798,12266
8000207,8000207,2,240,10799,12231
8000207,8000207,2,240,10799,12232
8000207,8000207,2,240,10799,12233
8000207,8000207,2,240,10799,12234
8000207,8000207,2,240,10799,12236
8000207,8000207,2,240,10799,12237
8000207,8000207,2,240,10799,12240
8000207,8000207,2,240,10799,12241
8000207,8000207,2,240,10799,12242
8000207,8000207,2,240,10799,12243
8000207,8000207,2,240,10799,12244
8000207,8000207,2,240,10799,12245
8000207,8000207,2,240,10799,12247
8000207,8000207,2,240,10799,12248
8000207,8000207,2,240,10799,12249
8000207,8000207,2,240,10799,12250
8000207,8000207,2,240,10799,12252
8000207,8000207,2,240,10799,12253
8000207,8000207,2,240,10799,12254
8000207,8000207,2,240,10799,12255
8000207,8000207,2,240,10799,12256
8000207,8000207,2,240,10799,12257
8000207,8000207,2,240,10799,12258
8000207,8000207,2,240,10799,12259
8000207,8000207,2,240,10799,12261
8000207,8000207,2,240,10799,12264
8000207,8000207,2,240,10799,12266
8000207,8000207,2,240,10800,12231
8000207,8000207,2,240,10800,12232
8000207,8000207,2,240,10800,12233
8000207,8000207,2,240,10800,12234
8000207,8000207,2,240,10800,12236
8000207,8000207,2,240,10800,12237
8000207,8000207,2,240,10800,12240
8000207,8000207,2,240,10800,12241
8000207,8000207,2,240,10800,12242
8000207,8000207,2,240,10800,12243
8000207,8000207,2,240,10800,12244
8000207,8000207,2,240,10800,12245
8000207,8000207,2,240,10800,12247
8000207,8000207,2,240,10800,12248
8000207,8000207,2,240,10800,12249
8000207,8000207,2,240,10800,12250
8000207,8000207,2,240,10800,12252
8000207,8000207,2,240,10800,12253
8000207,8000207,2,240,10800,12254
8000207,8000207,2,240,10800,12255
8000207,8000207,2,240,10800,12256
8000207,8000207,2,240,10800,12257
8000207,8000207,2,240,10800,12258
8000207,8000207,2,240,10800,12259
8000207,8000207,2,240,10800,12261
8000207,8000207,2,240,10800,12264
8000207,8000207,2,240,10800,12266
8000207,8000207,2,240,10801,12231
8000207,8000207,2,240,10801,12232
8000207,8000207,2,240,10801,12233
8000207,8000207,2,240,10801,12234
8000207,8000207,2,240,10801,12236
8000207,8000207,2,240,10801,12237
8000207,8000207,2,240,10801,12240
8000207,8000207,2,240,10801,12241
8000207,8000207,2,240,10801,12242
8000207,8000207,2,240,10801,12243
8000207,8000207,2,240,10801,12244
8000207,8000207,2,240,10801,12245
8000207,8000207,2,240,10801,12247
8000207,8000207,2,240,10801,12248
8000207,8000207,2,240,10801,12249
8000207,8000207,2,240,10801,12250
8000207,8000207,2,240,10801,12252
8000207,8000207,2,240,10801,12253
8000207,8000207,2,240,10801,12254
8000207,8000207,2,240,10801,12255
8000207,8000207,2,240,10801,12256
8000207,8000207,2,240,10801,12257
8000207,8000207,2,240,10801,12258
8000207,8000207,2,240,10801,12259
8000207,8000207,2,240,10801,12261
8000207,8000207,2,240,10801,12264
8000207,8000207,2,240,10801,12266
8000207,8000207,2,240,10802,12231
8000207,8000207,2,240,10802,12232
8000207,8000207,2,240,10802,12233
8000207,8000207,2,240,10802,12234
8000207,8000207,2,240,10802,12236
8000207,8000207,2,240,10802,12237
8000207,8000207,2,240,10802,12240
8000207,8000207,2,240,10802,12241
8000207,8000207,2,240,10802,12242
8000207,8000207,2,240,10802,12243
8000207,8000207,2,240,10802,12244
8000207,8000207,2,240,10802,12245
8000207,8000207,2,240,10802,12247
8000207,8000207,2,240,10802,12248
8000207,8000207,2,240,10802,12249
8000207,8000207,2,240,10802,12250
8000207,8000207,2,240,10802,12252
8000207,8000207,2,240,10802,12253
8000207,8000207,2,240,10802,12254
8000207,8000207,2,240,10802,12255
8000207,8000207,2,240,10802,12256
8000207,8000207,2,240,10802,12257
8000207,8000207,2,240,10802,12258
8000207,8000207,2,240,10802,12259
8000207,8000207,2,240,10802,12261
8000207,8000207,2,240,10802,12264
8000207,8000207,2,240,10802,12266
8000207,8000207,2,240,10803,8813
8000207,8000207,2,240,10803,8814
8000207,8000207,2,240,10803,8815
8000207,8000207,2,240,10803,8817
8000207,8000207,2,240,10803,8821
8000207,8000207,2,240,10803,8822
8000207,8000207,2,240,10803,8825
8000207,8000207,2,240,10803,8826
8000207,8000207,2,240,10803,8827
8000207,8000207,2,240,10803,8830
8000207,8000207,2,240,10803,8831
8000207,8000207,2,240,10803,8833
8000207,8000207,2,240,10803,8834
8000207,8000207,2,240,10803,8835
8000207,8000207,2,240,10803,8836
8000207,8000207,2,240,10803,8838
8000207,8000207,2,240,10803,8839
8000207,8000207,2,240,10803,8841
8000207,8000207,2,240,10803,8842
8000207,8000207,2,240,10803,8845
8000207,8000207,2,240,10805,8813
8000207,8000207,2,240,10805,8814
8000207,8000207,2,240,10805,8815
8000207,8000207,2,240,10805,8817
8000207,8000207,2,240,10805,8821
8000207,8000207,2,240,10805,8822
8000207,8000207,2,240,10805,8825
8000207,8000207,2,240,10805,8826
8000207,8000207,2,240,10805,8827
8000207,8000207,2,240,10805,8830
8000207,8000207,2,240,10805,8831
8000207,8000207,2,240,10805,8833
8000207,8000207,2,240,10805,8834
8000207,8000207,2,240,10805,8835
8000207,8000207,2,240,10805,8836
8000207,8000207,2,240,10805,8838
8000207,8000207,2,240,10805,8839
8000207,8000207,2,240,10805,8841
8000207,8000207,2,240,10805,8842
8000207,8000207,2,240,10805,8845
8000207,8000207,2,240,10806,8813
8000207,8000207,2,240,10806,8814
8000207,8000207,2,240,10806,8815
8000207,8000207,2,240,10806,8817
8000207,8000207,2,240,10806,8821
8000207,8000207,2,240,10806,8822
8000207,8000207,2,240,10806,8825
8000207,8000207,2,240,10806,8826
8000207,8000207,2,240,10806,8827
8000207,8000207,2,240,10806,8830
8000207,8000207,2,240,10806,8831
8000207,8000207,2,240,10806,8833
8000207,8000207,2,240,10806,8834
8000207,8000207,2,240,10806,8835
8000207,8000207,2,240,10806,8836
8000207,8000207,2,240,10806,8838
8000207,8000207,2,240,10806,8839
8000207,8000207,2,240,10806,8841
8000207,8000207,2,240,10806,8842
8000207,8000207,2,240,10806,8845
8000207,8000207,2,240,10807,8813
8000207,8000207,2,240,10807,8814
8000207,8000207,2,240,10807,8815
8000207,8000207,2,240,10807,8817
8000207,8000207,2,240,10807,8821
8000207,8000207,2,240,10807,8822
8000207,8000207,2,240,10807,8825
8000207,8000207,2,240,10807,8826
8000207,8000207,2,240,10807,8827
8000207,8000207,2,240,10807,8830
8000207,8000207,2,240,10807,8831
8000207,8000207,2,240,10807,8833
8000207,8000207,2,240,10807,8834
8000207,8000207,2,240,10807,8835
8000207,8000207,2,240,10807,8836
8000207,8000207,2,240,10807,8838
8000207,8000207,2,240,10807,8839
8000207,8000207,2,240,10807,8841
8000207,8000207,2,240,10807,8842
8000207,8000207,2,240,10807,8845
8000207,8000207,2,240,10808,8813
8000207,8000207,2,240,10808,8814
8000207,8000207,2,240,10808,8815
8000207,8000207,2,240,10808,8817
8000207,8000207,2,240,10808,8821
8000207,8000207,2,240,10808,8822
8000207,8000207,2,240,10808,8825
8000207,8000207,2,240,10808,8826
8000207,8000207,2,240,10808,8827
8000207,8000207,2,240,10808,8830
8000207,8000207,2,240,10808,8831
8000207,8000207,2,240,10808,8833
8000207,8000207,2,240,10808,8834
8000207,8000207,2,240,10808,8835
8000207,8000207,2,240,10808,8836
8000207,8000207,2,240,10808,8838
8000207,8000207,2,240,10808,8839
8000207,8000207,2,240,10808,8841
8000207,8000207,2,240,10808,8842
8000207,8000207,2,240,10808,8845
8000207,8000207,2,240,10809,8813
8000207,8000207,2,240,10809,8814
8000207,8000207,2,240,10809,8815
8000207,8000207,2,240,10809,8817
8000207,8000207,2,240,10809,8821
8000207,8000207,2,240,10809,8822
8000207,8000207,2,240,10809,8825
8000207,8000207,2,240,10809,8826
8000207,8000207,2,240,10809,8827
8000207,8000207,2,240,10809,8830
8000207,8000207,2,240,10809,8831
8000207,8000207,2,240,10809,8833
8000207,8000207,2,240,10809,8834
8000207,8000207,2,240,10809,8835
8000207,8000207,2,240,10809,8836
8000207,8000207,2,240,10809,8838
8000207,8000207,2,240,10809,8839
8000207,8000207,2,240,10809,8841
8000207,8000207,2,240,10809,8842
8000207,8000207,2,240,10809,8845
8000207,8000207,2,240,10810,8813
8000207,8000207,2,240,10810,8814
8000207,8000207,2,240,10810,8815
8000207,8000207,2,240,10810,8817
8000207,8000207,2,240,10810,8821
8000207,8000207,2,240,10810,8822
8000207,8000207,2,240,10810,8825
8000207,8000207,2,240,10810,8826
8000207,8000207,2,240,10810,8827
8000207,8000207,2,240,10810,8830
8000207,8000207,2,240,10810,8831
8000207,8000207,2,240,10810,8833
8000207,8000207,2,240,10810,8834
8000207,8000207,2,240,10810,8835
8000207,8000207,2,240,10810,8836
8000207,8000207,2,240,10810,8838
8000207,8000207,2,240,10810,8839
8000207,8000207,2,240,10810,8841
8000207,8000207,2,240,10810,8842
8000207,8000207,2,240,10810,8845
8000207,8000207,2,240,10811,8813
8000207,8000207,2,240,10811,8814
8000207,8000207,2,240,10811,8815
8000207,8000207,2,240,10811,8817
8000207,8000207,2,240,10811,8821
8000207,8000207,2,240,10811,8822
8000207,8000207,2,240,10811,8825
8000207,8000207,2,240,10811,8826
8000207,8000207,2,240,10811,8827
8000207,8000207,2,240,10811,8830
8000207,8000207,2,240,10811,8831
8000207,8000207,2,240,10811,8833
8000207,8000207,2,240,10811,8834
8000207,8000207,2,240,10811,8835
8000207,8000207,2,240,10811,8836
8000207,8000207,2,240,10811,8838
8000207,8000207,2,240,10811,8839
8000207,8000207,2,240,10811,8841
8000207,8000207,2,240,10811,8842
8000207,8000207,2,240,10811,8845
8000207,8000207,2,240,10812,8813
8000207,8000207,2,240,10812,8814
8000207,8000207,2,240,10812,8815
8000207,8000207,2,240,10812,8817
8000207,8000207,2,240,10812,8821
8000207,8000207,2,240,10812,8822
8000207,8000207,2,240,10812,8825
8000207,8000207,2,240,10812,8826
8000207,8000207,2,240,10812,8827
8000207,8000207,2,240,10812,8830
8000207,8000207,2,240,10812,8831
8000207,8000207,2,240,10812,8833
8000207,8000207,2,240,10812,8834
8000207,8000207,2,240,10812,8835
8000207,8000207,2,240,10812,8836
8000207,8000207,2,240,10812,8838
8000207,8000207,2,240,10812,8839
8000207,8000207,2,240,10812,8841
8000207,8000207,2,240,10812,8842
8000207,8000207,2,240,10812,8845
8000207,8000207,2,240,10813,8813
8000207,8000207,2,240,10813,8814
8000207,8000207,2,240,10813,8815
8000207,8000207,2,240,10813,8817
8000207,8000207,2,240,10813,8821
8000207,8000207,2,240,10813,8822
8000207,8000207,2,240,10813,8825
8000207,8000207,2,240,10813,8826
8000207,8000207,2,240,10813,8827
8000207,8000207,2,240,10813,8830
8000207,8000207,2,240,10813,8831
8000207,8000207,2,240,10813,8833
8000207,8000207,2,240,10813,8834
8000207,8000207,2,240,10813,8835
8000207,8000207,2,240,10813,8836
8000207,8000207,2,240,10813,8838
8000207,8000207,2,240,10813,8839
8000207,8000207,2,240,10813,8841
8000207,8000207,2,240,10813,8842
8000207,8000207,2,240,10813,8845
8000207,8000207,2,240,10814,8813
8000207,8000207,2,240,10814,8814
8000207,8000207,2,240,10814,8815
8000207,8000207,2,240,10814,8817
8000207,8000207,2,240,10814,8821
8000207,8000207,2,240,10814,8822
8000207,8000207,2,240,10814,8825
8000207,8000207,2,240,10814,8826
8000207,8000207,2,240,10814,8827
8000207,8000207,2,240,10814,8830
8000207,8000207,2,240,10814,8831
8000207,8000207,2,240,10814,8833
8000207,8000207,2,240,10814,8834
8000207,8000207,2,240,10814,8835
8000207,8000207,2,240,10814,8836
8000207,8000207,2,240,10814,8838
8000207,8000207,2,240,10814,8839
8000207,8000207,2,240,10814,8841
8000207,8000207,2,240,10814,8842
8000207,8000207,2,240,10814,8845
8000207,8000207,2,240,10815,8813
8000207,8000207,2,240,10815,8814
8000207,8000207,2,240,10815,8815
8000207,8000207,2,240,10815,8817
8000207,8000207,2,240,10815,8821
8000207,8000207,2,240,10815,8822
8000207,8000207,2,240,10815,8825
8000207,8000207,2,240,10815,8826
8000207,8000207,2,240,10815,8827
8000207,8000207,2,240,10815,8830
8000207,8000207,2,240,10815,8831
8000207,8000207,2,240,10815,8833
8000207,8000207,2,240,10815,8834
8000207,8000207,2,240,10815,8835
8000207,8000207,2,240,10815,8836
8000207,8000207,2,240,10815,8838
8000207,8000207,2,240,10815,8839
8000207,8000207,2,240,10815,8841
8000207,8000207,2,240,10815,8842
8000207,8000207,2,240,10815,8845
8000207,8000207,2,240,10816,8813
8000207,8000207,2,240,10816,8814
8000207,8000207,2,240,10816,8815
8000207,8000207,2,240,10816,8817
8000207,8000207,2,240,10816,8821
8000207,8000207,2,240,10816,8822
8000207,8000207,2,240,10816,8825
8000207,8000207,2,240,10816,8826
8000207,8000207,2,240,10816,8827
8000207,8000207,2,240,10816,8830
8000207,8000207,2,240,10816,8831
8000207,8000207,2,240,10816,8833
8000207,8000207,2,240,10816,8834
8000207,8000207,2,240,10816,8835
8000207,8000207,2,240,10816,8836
8000207,8000207,2,240,10816,8838
8000207,8000207,2,240,10816,8839
8000207,8000207,2,240,10816,8841
8000207,8000207,2,240,10816,8842
8000207,8000207,2,240,10816,8845
8000207,8000207,2,240,10818,8813
8000207,8000207,2,240,10818,8814
8000207,8000207,2,240,10818,8815
8000207,8000207,2,240,10818,8817
8000207,8000207,2,240,10818,8821
8000207,8000207,2,240,10818,8822
8000207,8000207,2,240,10818,8825
8000207,8000207,2,240,10818,8826
8000207,8000207,2,240,10818,8827
8000207,8000207,2,240,10818,8830
8000207,8000207,2,240,10818,8831
8000207,8000207,2,240,10818,8833
8000207,8000207,2,240,10818,8834
8000207,8000207,2,240,10818,8835
8000207,8000207,2,240,10818,8836
8000207,8000207,2,240,10818,8838
8000207,8000207,2,240,10818,8839
8000207,8000207,2,240,10818,8841
8000207,8000207,2,240,10818,8842
8000207,8000207,2,240,10818,8845
8000207,8000207,2,240,10819,8813
8000207,8000207,2,240,10819,8814
8000207,8000207,2,240,10819,8815
8000207,8000207,2,240,10819,8817
8000207,8000207,2,240,10819,8821
8000207,8000207,2,240,10819,8822
8000207,8000207,2,240,10819,8825
8000207,8000207,2,240,10819,8826
8000207,8000207,2,240,10819,8827
8000207,8000207,2,240,10819,8830
8000207,8000207,2,240,10819,8831
8000207,8000207,2,240,10819,8833
8000207,8000207,2,240,10819,8834
8000207,8000207,2,240,10819,8835
8000207,8000207,2,240,10819,8836
8000207,8000207,2,240,10819,8838
8000207,8000207,2,240,10819,8839
8000207,8000207,2,240,10819,8841
8000207,8000207,2,240,10819,8842
8000207,8000207,2,240,10819,8845
8000207,8000207,2,240,10820,8813
8000207,8000207,2,240,10820,8814
8000207,8000207,2,240,10820,8815
8000207,8000207,2,240,10820,8817
8000207,8000207,2,240,10820,8821
8000207,8000207,2,240,10820,8822
8000207,8000207,2,240,10820,8825
8000207,8000207,2,240,10820,8826
8000207,8000207,2,240,10820,8827
8000207,8000207,2,240,10820,8830
8000207,8000207,2,240,10820,8831
8000207,8000207,2,240,10820,8833
8000207,8000207,2,240,10820,8834
8000207,8000207,2,240,10820,8835
8000207,8000207,2,240,10820,8836
8000207,8000207,2,240,10820,8838
8000207,8000207,2,240,10820,8839
8000207,8000207,2,240,10820,8841
8000207,8000207,2,240,10820,8842
8000207,8000207,2,240,10820,8845
8000207,8000207,2,240,10821,8813
8000207,8000207,2,240,10821,8814
8000207,8000207,2,240,10821,8815
8000207,8000207,2,240,10821,8817
8000207,8000207,2,240,10821,8821
8000207,8000207,2,240,10821,8822
8000207,8000207,2,240,10821,8825
8000207,8000207,2,240,10821,8826
8000207,8000207,2,240,10821,8827
8000207,8000207,2,240,10821,8830
8000207,8000207,2,240,10821,8831
8000207,8000207,2,240,10821,8833
8000207,8000207,2,240,10821,8834
8000207,8000207,2,240,10821,8835
8000207,8000207,2,240,10821,8836
8000207,8000207,2,240,10821,8838
8000207,8000207,2,240,10821,8839
8000207,8000207,2,240,10821,8841
8000207,8000207,2,240,10821,8842
8000207,8000207,2,240,10821,8845
8000207,8000207,2,240,10824,12293
8000207,8000207,2,240,10824,12295
8000207,8000207,2,240,10824,12296
8000207,8000207,2,240,10824,12300
8000207,8000207,2,240,10824,12301
8000207,8000207,2,240,10824,12302
8000207,8000207,2,240,10824,12306
8000207,8000207,2,240,10824,12307
8000207,8000207,2,240,10824,12309
8000207,8000207,2,240,10824,12311
8000207,8000207,2,240,10824,12312
8000207,8000207,2,240,10824,12313
8000207,8000207,2,240,10824,12314
8000207,8000207,2,240,10826,12293
8000207,8000207,2,240,10826,12295
8000207,8000207,2,240,10826,12296
8000207,8000207,2,240,10826,12300
8000207,8000207,2,240,10826,12301
8000207,8000207,2,240,10826,12302
8000207,8000207,2,240,10826,12306
8000207,8000207,2,240,10826,12307
8000207,8000207,2,240,10826,12309
8000207,8000207,2,240,10826,12311
8000207,8000207,2,240,10826,12312
8000207,8000207,2,240,10826,12313
8000207,8000207,2,240,10826,12314
8000207,8000207,2,240,10827,12293
8000207,8000207,2,240,10827,12295
8000207,8000207,2,240,10827,12296
8000207,8000207,2,240,10827,12300
8000207,8000207,2,240,10827,12301
8000207,8000207,2,240,10827,12302
8000207,8000207,2,240,10827,12306
8000207,8000207,2,240,10827,12307
8000207,8000207,2,240,10827,12309
8000207,8000207,2,240,10827,12311
8000207,8000207,2,240,10827,12312
8000207,8000207,2,240,10827,12313
8000207,8000207,2,240,10827,12314
8000207,8000207,2,240,10828,12293
8000207,8000207,2,240,10828,12295
8000207,8000207,2,240,10828,12296
8000207,8000207,2,240,10828,12300
8000207,8000207,2,240,10828,12301
8000207,8000207,2,240,10828,12302
8000207,8000207,2,240,10828,12306
8000207,8000207,2,240,10828,12307
8000207,8000207,2,240,10828,12309
8000207,8000207,2,240,10828,12311
8000207,8000207,2,240,10828,12312
8000207,8000207,2,240,10828,12313
8000207,8000207,2,240,10828,12314
8000207,8000207,2,240,10829,12293
8000207,8000207,2,240,10829,12295
8000207,8000207,2,240,10829,12296
8000207,8000207,2,240,10829,12300
8000207,8000207,2,240,10829,12301
8000207,8000207,2,240,10829,12302
8000207,8000207,2,240,10829,12306
8000207,8000207,2,240,10829,12307
8000207,8000207,2,240,10829,12309
8000207,8000207,2,240,10829,12311
8000207,8000207,2,240,10829,12312
8000207,8000207,2,240,10829,12313
8000207,8000207,2,240,10829,12314
8000207,8000207,2,240,10830,12293
8000207,8000207,2,240,10830,12295
8000207,8000207,2,240,10830,12296
8000207,8000207,2,240,10830,12300
